name,price_doll,price,url_img,inf
BMW X5,$37000,3249710сом,https://im.mashina.kg/tachka/images//0/a/8/0a8b9e71c3a2e36e73fc288b2343c0b8_240x180.jpg,"2015г.,3л.,автоматвнедорожник5дв.,бензинрульслева,151600км"
Lexus ES,$37000,3249710сом,https://im.mashina.kg/tachka/images//f/2/6/f2620279fc63b613d41d72f235d95d21_240x180.jpg,"2016г.,3.5л.,автоматседан,бензинрульслева,65000км"
Kia Sportage,$20500,1800515сом,https://im.mashina.kg/tachka/images//7/e/0/7e0e221742cc95e952c3bd93db88b8fd_240x180.jpg,"2019г.,2л.,автоматвнедорожник5дв.,дизельрульслева,40000км"
Chevrolet Malibu,$11200,983696сом,https://im.mashina.kg/tachka/images//5/7/7/5773a8981ec3a2246e1b262dbae962e9_240x180.jpg,"2017г.,1.5л.,автоматседан,бензинрульслева,88000км"
Lexus GX,$43000,3776690сом,https://im.mashina.kg/tachka/images//3/d/8/3d8c7f549be1e1144baa57b53a59483c_240x180.jpg,"2013г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,95000км"
Hyundai Kona,$16300,1431629сом,https://im.mashina.kg/tachka/images//a/b/5/ab5002aeb30fd139b0c0dd1dbef34a35_240x180.jpg,"2018г.,1.6л.,роботвнедорожник5дв.,дизельрульслева,120000км"
Subaru Legacy,$10000,878300сом,https://im.mashina.kg/tachka/images//5/e/e/5ee771024f8f546be0c2e6bdc32b8662_240x180.jpg,"2009г.,2.5л.,вариаторуниверсал,бензинрульсправа,178000км"
Toyota Crown Majesta,$13300,1168139сом,https://im.mashina.kg/tachka/images//1/a/0/1a022c78f953d124ecb59d0a4a71728a_240x180.jpg,"2004г.,4.3л.,автоматседан,бензинрульсправа,267500км"
Toyota Camry,$21300,1870779сом,https://im.mashina.kg/tachka/images//2/6/5/265ef3a20c61f7b461e6816c332d7b66_240x180.jpg,"2017г.,2.5л.,автоматседан,гибридрульслева,31000км"
Lexus GS,$32000,2810560сом,https://im.mashina.kg/tachka/images//0/2/6/026cd19e662a850b49ad58d9b3f38051_240x180.jpg,"2017г.,2.5л.,вариаторседан,гибридрульслева,104000км"
Toyota Land Cruiser Prado,$30000,2634900сом,https://im.mashina.kg/tachka/images//3/e/b/3ebd84d8f9956073f7eb24b8089d21ac_240x180.jpg,"2011г.,4л.,автоматвнедорожник5дв.,бензинрульслева,245067км"
Kia Sorento,$54999,4830562сом,https://im.mashina.kg/tachka/images//e/f/9/ef941e3b77e501caa7c296cc85900c1f_240x180.jpg,"2023г.,2.2л.,роботвнедорожник5дв.,дизельрульслева,4000км"
Lexus ES,$27000,2371410сом,https://im.mashina.kg/tachka/images//a/8/2/a82138a09df00b82dc7ac942b885b3cd_240x180.jpg,"2017г.,2.5л.,вариаторседан,гибридрульслева,153000км"
Toyota Crown,$9500,834385сом,https://im.mashina.kg/tachka/images//c/0/b/c0bb14cdb7e7c0c817be206daa916391_240x180.jpg,"2004г.,3л.,автоматседан,бензинрульсправа,170000км"
Mercedes-Benz GL-класс,$23000,2020090сом,https://im.mashina.kg/tachka/images//4/1/d/41d4204b5e187bc04a086775a42e19ca_240x180.jpg,"2011г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,130000км"
Toyota Camry,$31000,2722730сом,https://im.mashina.kg/tachka/images//9/f/5/9f519d66e074f1ed238ea2223c479f65_240x180.jpg,"2018г.,2.5л.,автоматседан,бензинрульслева,59500км"
Land Rover Range Rover,$69500,6104185сом,https://im.mashina.kg/tachka/images//8/3/1/8311bf38a4f826bcab590507913a41b4_240x180.jpg,"2016г.,5л.,автоматвнедорожник5дв.,бензинрульслева,80000км"
Toyota Camry,$22500,1976175сом,https://im.mashina.kg/tachka/images//0/0/6/006b1ed34f686e2ff2c2af487613104e_240x180.jpg,"2016г.,2.5л.,автоматседан,бензинрульслева,123000км"
Lexus RX,$24500,2151835сом,https://im.mashina.kg/tachka/images//5/5/f/55f8cdafb937ea62455745efa1e593c1_240x180.jpg,"2011г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,215000км"
Toyota C-HR,$19900,1747817сом,https://im.mashina.kg/tachka/images//b/4/7/b4731f833d50c0e5ca7eb209ae3bb34f_240x180.jpg,"2019г.,2л.,вариаторвнедорожник5дв.,бензинрульслева,80000км"
Mercedes-Benz GL-Класс AMG,$43500,3820605сом,https://im.mashina.kg/tachka/images//0/8/d/08d29d21ff96e2373085f62f673a7c4d_240x180.jpg,"2014г.,5.5л.,автоматвнедорожник5дв.,бензинрульслева,150000км"
Toyota Camry,$8767,770000сом,https://im.mashina.kg/tachka/images//c/0/f/c0f9e29b81e6058b104e3b5edb1af2ba_240x180.jpg,"2004г.,2.4л.,автоматседан,бензинрульслева,280000км"
Subaru Outback,$19800,1739034сом,https://im.mashina.kg/tachka/images//c/3/4/c347903cdae7efdfa611aa235cd8359a_240x180.jpg,"2017г.,2.5л.,вариаторуниверсал,бензинрульслева,50000км"
Hyundai Santa Fe,$37000,3249710сом,https://im.mashina.kg/tachka/images//e/f/7/ef7245b6419d9d8d5b35fe7eed15d36d_240x180.jpg,"2019г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,83724км"
Kia Sportage,$19300,1695119сом,https://im.mashina.kg/tachka/images//a/1/e/a1e0b47ed079cae9f0bcb7dfb87c9f6d_240x180.jpg,"2016г.,1.7л.,роботвнедорожник5дв.,дизельрульслева,150000км"
BMW 5 серии,$13000,1141790сом,https://im.mashina.kg/tachka/images//c/f/3/cf3d7a3556415903d21b86314f1174aa_240x180.jpg,"2002г.,4.4л.,механикаседан,бензинрульслева,60000км"
Kia K5 III Седан,$35000,3074050сом,https://im.mashina.kg/tachka/images//6/a/6/6a65e35b1da1ca64803059607918d86e_240x180.jpg,"2021г.,2л.,автоматседан,бензинрульслева,40000км"
Toyota Camry,$23500,2064005сом,https://im.mashina.kg/tachka/images//0/e/3/0e3e3cd4fa868aba9fb58183f3d6953d_240x180.jpg,"2019г.,2.5л.,автоматседан,бензинрульслева,103000км"
BMW X7,$135000,11857050сом,https://im.mashina.kg/tachka/images//7/6/a/76a4810b71b39f9d39eb19ed70d534e5_240x180.jpg,"2021г.,3л.,автоматвнедорожник5дв.,бензинрульслева,17000км"
Mercedes-Benz E-класс AMG,$50000,4391500сом,https://im.mashina.kg/tachka/images//d/3/3/d33b014aba59993c4cac636dd9270587_240x180.jpg,"2013г.,5.5л.,автоматседан,бензинрульслева,110000км"
Kia Mohave (Borrego),$58000,5094140сом,https://im.mashina.kg/tachka/images//2/1/9/219c3aa012b2cf34189af0a6ac5da627_240x180.jpg,"2022г.,3л.,автоматвнедорожник5дв.,дизельрульслева,33000км"
BMW 5 серии,$37000,3249710сом,https://im.mashina.kg/tachka/images//5/7/9/579b49f0482c7086457e4d0dbc45eff8_240x180.jpg,"2017г.,2л.,автоматседан,бензинрульслева,100000км"
Mercedes-Benz GLC AMG,$75000,6587250сом,https://im.mashina.kg/tachka/images//4/c/1/4c15ec63960776b51e7a6e319cdfae25_240x180.jpg,"2018г.,4л.,автоматвнедорожник5дв.,бензинрульслева,20000км"
Kia Carnival,$52000,4567160сом,https://im.mashina.kg/tachka/images//a/0/d/a0d4f2c0457b68895d48679242091c48_240x180.jpg,"2022г.,3.5л.,автоматминивэн,бензинрульслева,8000км"
Toyota Highlander,$19800,1739034сом,https://im.mashina.kg/tachka/images//e/e/c/eec62766767f2bb5051057828e3ea576_240x180.jpg,"2008г.,3.3л.,вариаторвнедорожник5дв.,гибридрульслева,189000км"
Jeep Wrangler,$53000,4654990сом,https://im.mashina.kg/tachka/images//c/b/e/cbe6a8fc50fd792dd7d31aaa86a8136b_240x180.jpg,"2020г.,2л.,автоматвнедорожник5дв.,бензинрульслева,40000км"
Hyundai Sonata,$7600,667508сом,https://im.mashina.kg/tachka/images//4/0/9/409bdf7ccf4f6b8d0d49214289a3ddf0_240x180.jpg,"2010г.,2л.,автоматседан,газрульслева,204000км"
Toyota Camry,$37000,3249710сом,https://im.mashina.kg/tachka/images//1/3/2/132481b2e8505e28ab5cf51b2655cb57_240x180.jpg,"2023г.,2.5л.,автоматседан,бензинрульслева,12км"
Hyundai Santa Fe,$44000,3864520сом,https://im.mashina.kg/tachka/images//2/0/1/2013179d1a63b6419cff1ac724484b10_240x180.jpg,"2021г.,1.6л.,автоматвнедорожник5дв.,гибридрульслева,25000км"
Mercedes-Benz S-класс,$17500,1537025сом,https://im.mashina.kg/tachka/images//5/c/c/5cc5a7fd09c10936262b5d513e97423b_240x180.jpg,"1997г.,3.2л.,автоматседан,бензинрульслева,325000км"
Honda CR-V,$23700,2081571сом,https://im.mashina.kg/tachka/images//7/8/1/781e2c563d7d55889365ad3332b3933f_240x180.jpg,"2017г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,60000км"
Hyundai Elantra,$3074,270000сом,https://im.mashina.kg/tachka/images//0/3/1/031e3cb7fa4626a1b041525e0b33dce9_240x180.jpg,"2001г.,2л.,автоматседан,бензинрульслева,123000км"
Daewoo Winstorm,$10500,922215сом,https://im.mashina.kg/tachka/images//5/7/e/57e5f28ffb4a597dff3b6bf1877d0f43_240x180.jpg,"2009г.,2л.,автоматвнедорожник5дв.,дизельрульслева,245200км"
Land Rover Range Rover Sport,$42000,3688860сом,https://im.mashina.kg/tachka/images//f/1/7/f179858cb37aee873b79389720e808ed_240x180.jpg,"2017г.,3л.,автоматвнедорожник5дв.,дизельрульслева,104000км"
Honda Civic,$7401,650000сом,https://im.mashina.kg/tachka/images//1/f/2/1f213613f69cc3ae6bfc3afdfeb1728d_240x180.jpg,"2008г.,1.8л.,роботхэтчбек5дв.,бензинрульслева,173000км"
Toyota Avalon,$22700,1993741сом,https://im.mashina.kg/tachka/images//2/c/e/2cee4592959cb0edaa1fdab0db955f66_240x180.jpg,"2016г.,2.5л.,вариаторседан,гибридрульслева,175000км"
Mercedes-Benz C-Класс,$29500,2590985сом,https://im.mashina.kg/tachka/images//4/8/3/483fa23d2d4dbf817ba42b49056fcf4d_240x180.jpg,"2016г.,2.1л.,автоматседан,дизельрульслева,102000км"
BMW 5 серии,$12000,1053960сом,https://im.mashina.kg/tachka/images//6/a/3/6a3caa28ec920a50d3ff44378d3d64b6_240x180.jpg,"2008г.,3л.,автоматседан,бензинрульслева,150000км"
BMW X6,$19500,1712685сом,https://im.mashina.kg/tachka/images//a/5/1/a51a122c742285fe668f7868dff10994_240x180.jpg,"2008г.,3л.,автоматвнедорожник5дв.,бензинрульслева,241312км"
Hyundai Santa Fe,$18800,1651204сом,https://im.mashina.kg/tachka/images//b/d/5/bd57ac75d040d00c697e769179598b03_240x180.jpg,"2017г.,2л.,автоматвнедорожник5дв.,дизельрульслева,145000км"
DongFeng E11K,$11500,1010045сом,https://im.mashina.kg/tachka/images//c/6/1/c617a9dba87ceefc4260f93dcfcda271_240x180.jpg,"2019г.,автоматседан,электрорульслева,58000км"
Tesla Model S,$40500,3557115сом,https://im.mashina.kg/tachka/images//1/a/8/1a8b31dbd34fcae3071e405010120ca6_240x180.jpg,"2016г.,автоматлифтбек,электрорульслева,200000км"
Hyundai Sonata,$15000,1317450сом,https://im.mashina.kg/tachka/images//f/e/7/fe736839d1da270d219321fe3ccccaaa_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,170000км"
Hyundai Elantra,$4554,400000сом,https://im.mashina.kg/tachka/images//d/4/c/d4c4c66f15ffdcf8e2c0558635a841fe_240x180.jpg,"2001г.,2л.,автоматседан,бензинрульслева,190000км"
Lexus RX,$9200,808036сом,https://im.mashina.kg/tachka/images//2/6/d/26d30bafbf7136dfa6b868ad4fcc09cc_240x180.jpg,"2001г.,3л.,автоматвнедорожник5дв.,бензинрульсправа,210000км"
Daewoo Nexia,$1992,175000сом,https://im.mashina.kg/tachka/images//f/2/b/f2b5c36dd295b4b3315c30a20bd3da43_240x180.jpg,"2008г.,1.6л.,механикаседан,бензинрульслева,300000км"
Toyota Camry,$14900,1308667сом,https://im.mashina.kg/tachka/images//a/3/b/a3bfd9261c81b74d6cc29a36847a61d9_240x180.jpg,"2013г.,2.5л.,вариаторседан,гибридрульслева,200000км"
Volkswagen Golf,$3950,346929сом,https://im.mashina.kg/tachka/images//0/d/2/0d208dc07d364345e130f78c369ea660_240x180.jpg,"2002г.,1.4л.,механикауниверсал,бензинрульслева,430000км"
Lexus GX,$27000,2371410сом,https://im.mashina.kg/tachka/images//4/d/5/4d56538ebb2136b8c94d63dc8523ee74_240x180.jpg,"2007г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,302556км"
Daewoo Matiz,$2391,210000сом,https://im.mashina.kg/tachka/images//a/5/1/a51cdfabbd71e465be8cad407f852ed7_240x180.jpg,"2007г.,0.8л.,автоматхэтчбек5дв.,бензинрульслева,160000км"
BMW 5 серии,$5351,470000сом,https://im.mashina.kg/tachka/images//1/f/3/1f3a6133d97963650b36462c8140695c_240x180.jpg,"2000г.,2л.,механикаседан,бензинрульслева"
Honda Fit,$4554,400000сом,https://im.mashina.kg/tachka/images//b/d/5/bd5dee42bf51e9a4e0a12bb06296522f_240x180.jpg,"2002г.,1.3л.,вариаторхэтчбек5дв.,бензинрульсправа,250000км"
Honda Fit,$6604,580000сом,https://im.mashina.kg/tachka/images//e/d/2/ed274bf008e507f832dddccda0e55aba_240x180.jpg,"2002г.,1.5л.,вариаторхэтчбек5дв.,бензинрульсправа,155000км"
Honda Stepwgn,$6000,526980сом,https://im.mashina.kg/tachka/images//c/9/5/c952b776425c57c1ea717476a8d485eb_240x180.jpg,"2000г.,2л.,автоматминивэн,бензинрульсправа,260000км"
Nissan Pathfinder,$7000,614810сом,https://im.mashina.kg/tachka/images//e/b/6/eb613a86e414ef1cc424be895d9c941b_240x180.jpg,"2000г.,3.3л.,автоматвнедорожник5дв.,бензинрульслева,250000км"
Toyota Ist,$6700,588461сом,https://im.mashina.kg/tachka/images//7/f/8/7f8c2f65e8eaf7d06d68222a8971dffe_240x180.jpg,"2003г.,1.5л.,автоматхэтчбек5дв.,бензинрульсправа,184080км"
Toyota Sequoia,$25000,2195750сом,https://im.mashina.kg/tachka/images//7/e/a/7ea503825a907d6f5daac24c4a90f80f_240x180.jpg,"2008г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,186000км"
Mercedes-Benz E-класс AMG,$24800,2178184сом,https://im.mashina.kg/tachka/images//8/3/c/83c05a19e41ccab5c273d81663872734_240x180.jpg,"2002г.,5.4л.,автоматседан,бензинрульслева,137000км"
Lexus RX,$15200,1335016сом,https://im.mashina.kg/tachka/images//a/c/8/ac883841ad020013c2bc418133c9e6ad_240x180.jpg,"2006г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,129000км"
Chevrolet Lacetti,$6500,570895сом,https://im.mashina.kg/tachka/images//f/0/8/f08c71fb630f427de07c0cecbb8261cd_240x180.jpg,"2011г.,1.6л.,автоматседан,бензинрульслева,124475км"
ВАЗ (Lada) Priora,$3643,320000сом,https://im.mashina.kg/tachka/images//4/b/0/4b0cc80e703bd9d71abad32d9dff74fb_240x180.jpg,"2009г.,1.6л.,механикаседан,бензинрульслева,280000км"
Kia K5 III Седан,$25200,2213316сом,https://im.mashina.kg/tachka/images//2/7/e/27e9f224ed461ad3aaa37a429e41f584_240x180.jpg,"2020г.,2л.,автоматседан,бензинрульслева,43000км"
Hyundai Sonata,$14400,1264752сом,https://im.mashina.kg/tachka/images//4/c/7/4c74b03a2da0fbf3cfde0344d1bf1e75_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,111000км"
Mazda 6,$5000,439150сом,https://im.mashina.kg/tachka/images//e/8/8/e88140d297d0aeb2ee6c774f8bea08fa_240x180.jpg,"2002г.,2л.,механикауниверсал,дизельрульслева,350000км"
BMW X5,$11999,1053872сом,https://im.mashina.kg/tachka/images//a/c/9/ac971d7504ffb5b8035d9449bf050859_240x180.jpg,"2005г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,142000км"
Kia Optima,$15500,1361365сом,https://im.mashina.kg/tachka/images//5/4/7/547424655927fa9a4929c2451472a13b_240x180.jpg,"2017г.,2.4л.,автоматседан,бензинрульслева,100000км"
Volkswagen Golf,$1594,140000сом,https://im.mashina.kg/tachka/images//6/9/2/69228a560e2bae8afdac3b0af1064cd3_240x180.jpg,"1993г.,1.8л.,механикахэтчбек5дв.,бензинрульслева,255000км"
Toyota Prius,$11200,983696сом,https://im.mashina.kg/tachka/images//b/c/7/bc708cfaae582c4c206e5232d5fdbd39_240x180.jpg,"2010г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,174000км"
